Title,Year,Director,Country,ASL
Dans Paris ,2006,"Honor�, Christophe ",FRA ,16.16
Days of Wine and Roses ,1962,"Edwards, Blake ",USA ,16.2
We Don't Want to Talk About It ,1993,"Bemberg, Maria Luisa ",,16.2
Tony Takitani ,2004,Ichikawa Jun ,JAP ,16.28
Mutual Appreciation ,2005,"Bujalski, Andrew ",USA ,16.28
Mister 880 ,1950,"Goulding, Edmund ",USA ,16.3
"Rains of Ranchipur, The ",1955,"Negulesco, Jean ",USA ,16.3
Gaby ,1956,"Bernhardt, Curtis ",USA ,16.3
Kiss Them For Me ,1957,"Donen, Stanley ",USA ,16.3
Some Came Running ,1958,"Minnelli, Vincente ",USA ,16.3
"Cousins, les ",1959,"Chabrol, Claude ",FRA ,16.3
"Rendezvous de Paris, les ",1994,"Rohmer, Eric ",FRA ,16.3
Eyes Wide Open ,2009,"Tabakman, Haim ",,16.33
Nattvardsg�sterna ,1962,"Bergman, Ingmar ",SWE ,16.38
Coeurs ,2006,"Resnais, Alain ",,16.38
Offside ,2006,"Panahi, Jafar ",IRA ,16.39
Sunny Side Up ,1929,"Butler, David ",USA ,16.4
Grand Central Murder ,1942,"Simon, S. Sylvan ",USA ,16.4
Daisy Kenyon ,1947,"Preminger, Otto ",USA ,16.4
S�som i en spegel ,1961,"Bergman, Ingmar ",SWE ,16.4
F�r att inte tala om dessa Kvinn�r ,1964,"Bergman, Ingmar ",SWE ,16.4
Oklahoma! ,1955,"Zinnemann, Fred ",USA ,16.43
"Man Called Peter, A ",1955,"Koster, Henry ",USA ,16.44
Fanny By Gaslight ,1944,"Asquith, Anthony ",BRI ,16.49
Hypocrites ,1915,"Weber, Lois ",USA ,16.5
Storstadsfaror ,1918,"Gothson, Manne ",SWE ,16.5
Mon p?re avait raison ,1936,"Guitry, Sacha ",FRA ,16.5
Monsieur Vincent ,1947,"Cloche, Maurice ",FRA ,16.5
Rotation ,1949,"Staudte, Wolfgang ",GER ,16.5
That Forsyte Woman ,1949,"Bennett, Compton ",USA ,16.5
Waterfront ,1950,"Anderson, Michael ",BRI ,16.5
Beyond a Reasonable Doubt ,1956,"Lang, Fritz ",USA ,16.5
Mrs. Parker and the Vicious Circle ,1994,"Rudolph, Alan ",USA ,16.5
Waati ,1995,"Ciss�, Souleman ",FRA ,16.5
"Star is Born, A ",1954,"Cukor, George ",USA ,16.56
5 Fingers ,1952,"Mankiewicz, Joseph L. ",USA ,16.6
Three Coins in the Fountain ,1954,"Negulesco, Jean ",USA ,16.6
Trop bell pour toi ,1989,"Blier, Bertrand ",FRA ,16.6
Hors la vie ,1991,"Bagdadi, Maroun ",,16.6
"Mesonge, le ",1992,"Margolin, Fran?ois ",FRA ,16.6
Red Lights ,2003,"Kahn, C�dric ",FRA ,16.62
Blue Skies ,1946,"Heisler, Stuart ",USA ,16.7
Born Yesterday ,1950,"Cukor, George ",USA ,16.7
"Adjuster, The ",1991,"Egoyan, Atom ",CAN ,16.7
"Gens de la rizi?re, les ",1994,"Panh, Rithy ",,16.7
Call Me Madam ,1953,"Lang, Walter ",USA ,16.8
Elvis - The Movie ,1979,"Carpenter, John ",USA ,16.8
Caro diario ,1994,"Moretti, Nanni ",ITA ,16.8
Lolita ,1961,"Kubrick, Stanley ",BRI ,16.81
Seema ,1955,"Chakravarti, Amiya ",IND ,16.9
Letjat Zhuravli ,1957,"Kalatozov, Mikhail ",RUS ,16.9
Danzon ,1991,"Novaro, Maria ",MEX ,16.9
Unbreakable ,2000,"Shyamalan, M. Night ",USA ,16.91
D�dspringet til Hest fra Cirkuskuplen ,1912,"Schnedler-Sorensen, E. ",DEN ,17
"Mystike Fremmende, Den ",1914,Holger-Madsen ,DEN ,17
Ministerpresidenten ,1916,"Klercker, Georg af ",SWE ,17
"Kongress tanzt, Der ",1931,"Charell, Erik ",GER ,17
Liebelei ,1933,"Ophuls, Max ",GER ,17
Hotel du Nord ,1938,"Carn�, Marcel ",FRA ,17
"Fille du Puisatier, La ",1940,"Pagnol, Marcel ",FRA ,17
"Goldene Stadt, Die ",1942,"Harlan, Veit ",GER ,17
"Fianc�e des T�n?bres, La ",1944,"Poligny, Serge de ",FRA ,17
"Mask of Dimitrios, The ",1944,"Negulesco, Jean ",USA ,17
"Blue Dahlia, The ",1946,"Marshall, George ",USA ,17
B.F.'s Daughter ,1948,"Leonard, Robert Z. ",USA ,17
Caught ,1949,"Ophuls, Max ",USA ,17
"Heiress, The ",1949,"Wyler, William ",USA ,17
Summer Stock ,1950,"Walters, Charles ",USA ,17
Advise and Consent ,1962,"Preminger, Otto ",USA ,17
"Stop the World, I Want to Get Off ",1966,"Saville, Phillip ",BRI ,17
Parad Planyet ,1984,"Abdrashitov, Vadim ",RUS ,17
Jerry and Tom ,1998,"Rubinek, Saul ",USA ,17
Guys and Dolls ,1955,"Mankiewicz, Joseph ",USA ,17.06
"Rayon vert, le ",1986,"Rohmer, Eric ",FRA ,17.06
Rythm Thief ,1994,"Harrison, Matthew ",USA ,17.1
"Graduate, The ",1967,"Nichols, Mike ",USA ,17.12
? perdre la raison ,2012,"Lafosse, Joachim ",,17.13
I'll Cry Tomorrow ,1955,"Mann, Daniel ",USA ,17.2
Mother Night ,1996,"Gordon, Keith ",USA ,17.2
Daddy Long Legs ,1955,"Negulesco, Jean ",USA ,17.29
"Halliday Brand, The ",1957,"Lewis, Joseph H. ",USA ,17.3
Greetings ,1968,"De Palma, Brian ",USA ,17.3
Aprile ,1998,"Moretti, Nanni ",ITA ,17.3
Carnegie Hall ,1947,"Ulmer, Edgar G. ",USA ,17.4
Spring in Park Lane ,1948,"Wilcox, Herbert ",BRI ,17.4
Mr. Belvedere Rings the Bell ,1951,"Koster, Henry ",USA ,17.4
Can-Can ,1960,"Lang, Walter ",USA ,17.4
In the Company of Men ,1997,"LaBute, Neil ",USA ,17.4
Stalag 17 ,1953,"Wilder, Billy ",USA ,17.44
Bad Lieutenant ,1992,"Ferrara, Abel ",USA ,17.44
Dinner at Eight ,1933,"Cukor, George ",USA ,17.5
Jofroi ,1934,"Pagnol, Marcel ",FRA ,17.5
Swedenhielms ,1935,"Molander, Gustaf ",SWE ,17.5
Werther ,1938,"Ophuls, Max ",FRA ,17.5
Ninotchka ,1939,"Lubitsch, Ernst ",USA ,17.5
Germania Anno Zero ,1947,"Rossellini, Roberto ",,17.5
Pokolenie ,1954,"Wajda, Andrzej ",POL ,17.5
Please Don't Eat the Daisies ,1960,"Walters, Charles ",USA ,17.5
Two Loves ,1961,"Walters, Charles ",USA ,17.5
Woi chufang ,1997,"Ho, Yim ",,17.5
"Woman in the Fifth, The ",2011,"Pawlikowski, Pawel ",,17.54
Dogtooth ,2009,"Lanthinos, Yorgos ",GRE ,17.57
"Richest Girl in the World, The ",1934,"Seiter, William A. ",USA ,17.6
Shadow of a Man ,1954,"McCarthy, Michael ",BRI ,17.6
Love is a Many-Splendored Thing ,1955,"King, Henry ",USA ,17.6
"Virgin Queen, The ",1955,"Koster, Henry ",USA ,17.6
"Dark at the Top of the Stairs, The ",1960,"Mann, Delbert ",USA ,17.6
"Cardinal, The ",1963,"Preminger, Otto ",USA ,17.6
"Ami de mon amie, l' ",1987,"Rohmer, Eric ",FRA ,17.61
Someone Else ,2005,"Spector, Col ",BRI ,17.66
Death in Venice ,1971,"Visconti, Luchino ",ITA ,17.67
"avventura, l' ",1959,"Antonioni, Michelangelo ",ITA ,17.7
"Terra trema, la ",1947,"Visconti, Luchino ",ITA ,17.8
"Zed and Two Noughts, A ",1985,"Greenaway, Peter ",,17.8
"Unber�hrbare, die ",2000,"Roehler, Oskar ",GER ,17.8
Old Joy ,2005,"Reichardt, Kelly ",USA ,17.84
"Long Day Closes, The ",1992,"Davies, Terence ",BRI ,17.85
"Heart of a Man, The ",1959,"Wilcox, Herbert ",BRI ,17.9
"Voie lact�e, la ",1968,"Bu?uel, Luis ",,17.9
Malpractice ,1989,"Bennett, Bill ",AUS ,17.9
"Greed of William Hart, The ",1948,"Mitchell, Oswald ",BRI ,17.95
Unrelated ,2007,"Hogg, Joanna ",BRI ,17.95
Odette ,1950,"Wilcox, Herbert ",BRI ,17.96
Punch-Drunk Love ,2002,"Anderson, Paul Thomas ",USA ,17.99
"Fuoco, Il ",1916,"Pastrone, Giovanni ",ITA ,18
Karleken Segrar ,1916,"Klercker, Georg af ",SWE ,18
Klovnen ,1917,"Sandberg, Anders Wilhelm ",DEN ,18
"Skin Game, The ",1931,"Hitchcock, Alfred ",BRI ,18
Doss House ,1933,"Baxter, John ",BRI ,18
Rund um eine Million ,1933,"Neufeld, Max ",GER ,18
Regain ,1937,"Pagnol, Marcel ",FRA ,18
Mamele ,1938,"Green, J. & Tom, K. ",POL ,18
"R?gle du jeu, la ",1939,"Renoir, Jean ",FRA ,18
Reno ,1939,"Farrow, John ",USA ,18
"Letter, The ",1940,"Wyler, William ",USA ,18
So Dark The Night ,1946,"Lewis, Joseph H. ",USA ,18
Forever Amber ,1947,"Preminger, Otto ",USA ,18
Pinky ,1949,"Kazan, Elia ",USA ,18
"Ronde, La ",1950,"Ophuls, Max ",FRA ,18
Come Fill the Cup ,1951,"Douglas, Gordon ",USA ,18
Angel Face ,1952,"Preminger, Otto ",USA ,18
"Robe, The ",1953,"Levin, Henry ",USA ,18
Lola Montes ,1955,"Ophuls, Max ",FRA ,18
"Angel externinador, el ",1962,"Bu?uel, Luis ",MEX ,18
"Kiss Me, Stupid ",1964,"Wilder, Billy ",USA ,18
"Strategia del Ragno, La ",1970,"Bertolucci, Bernardo ",ITA ,18
"Cook, the Thief, His Wife & Her Lover, The ",1989,"Greenaway, Peter ",BRI ,18
Assassin of the Tsar ,1991,"Shakhnazarov, Karen ",,18
"Woman's Tale, A ",1991,"Cox, Paul ",AUS ,18
Eva ,1962,"Losey, Joseph ",,18.1
H�stsonaten ,1978,"Bergman, Ingmar ",SWE ,18.12
"Beau Serge, le ",1958,"Chabrol, Claude ",FRA ,18.2
Scenes From a Marriage ,1973,"Bergman, Ingmar ",SWE ,18.3
Whirlpool ,1949,"Preminger, Otto ",USA ,18.31
Popol I diamanti ,1958,"Wajda, Andrzej ",POL ,18.31
On the Beach ,1959,"Kramer, Stanley ",USA ,18.37
Anybody's Woman ,1930,"Arzner, Dorothy ",USA ,18.4
"Wait 'til the Sun Shines, Nellie ",1952,"King, Henry ",USA ,18.4
Family Life ,1971,"Loach, Ken ",BRI ,18.4
Europa ,1991,"Trier, Lars von ",,18.4
Alsace ,1916,"Pouctal, Henri ",FRA ,18.5
"Land des L�chelns, Das ",1930,"Reichmann, Max ",GER ,18.5
Anma to Onna ,1938,"Shimizu, Hiroshi ",JAP ,18.5
"B?te humaine, la ",1938,"Renoir, Jean ",FRA ,18.5
"Sea Gull, The ",1968,"Lumet, Sidney ",BRI ,18.5
Meet Me in St. Louis ,1944,"Minnelli, Vincente ",USA ,18.53
Funny Games US ,2008,"Haneke, Michael ",,18.58
"Prince and the Showgirl, The ",1957,"Olivier, Laurence ",BRI ,18.6
Knife in the Water ,1962,"Polanski, Roman ",POL ,18.6
"Istoriya Asi Klyachinoi, kotoraya lyubila, ",1967,"Mikhalov-Konchalovsky, A. ",RUS ,18.6
Shanghai Panic ,2001,"Chen, Andrew ",CHI ,18.6
Hets ,1944,"Sj�berg, Alf ",SWE ,18.7
Yield to the Night ,1956,"Lee-Thompson, J. ",BRI ,18.7
Pink String and Sealing Wax ,1945,"Hamer, Robert ",BRI ,18.73
Y tu mama tambien ,2001,"Cuaron, Alfonso ",MEX ,18.75
"Passenger, The ",1975,"Antonioni, Michelangelo ",,18.77
Avanti! ,1972,"Wilder, Billy ",USA ,18.8
Titash Ekti Nadir Naam ,1973,"Ghatak, Ritwik ",IND ,18.81
"Voleur, le ",1967,"Malle, Louis ",,18.9
"Conte d'�t�, un ",1996,"Rohmer, Eric ",FRA ,18.9
"Nouvelle ?ve, la ",1999,"Corsini, Catherine ",FRA ,18.95
Gentleman's Agreement ,1947,"Kazan, Elia ",USA ,18.99
"Chienne, la ",1931,"Renoir, Jean ",FRA ,19
Toni ,1934,"Renoir, Jean ",FRA ,19
"Clock, The ",1945,"Minnelli, Vincente ",USA ,19
"Oh, You Beautiful Doll ",1949,"Stahl, John ",USA ,19
Lust For Life ,1956,"Minnelli, Vincente ",USA ,19
Bachelor Party ,1957,"Mann, Delbert ",USA ,19
"Good Morning, Miss Dove ",1955,"Koster, Henry ",USA ,19.01
Woman's World ,1954,"Negulesco, Jean ",USA ,19.1
Invasion ,1966,"Bridges, Alan ",BRI ,19.2
Funny Games ,1997,"Haneke, Michael ",OST ,19.2
Gigi ,1958,"Minnelli, Vincente ",USA ,19.28
"Late George Apley, The ",1947,"Mankiewicz, Joseph L. ",USA ,19.3
C'est arriv� pres de chez vous ,1992,"Belvaux, R�my ",BEL ,19.3
D�monit ,1914,,,19.4
Tystnaden ,1963,"Bergman, Ingmar ",SWE ,19.4
Aus dem Leben der Marionetter ,1980,"Bergman, Ingmar ",GER ,19.42
Once Upon a Time in Anatolia ,2011,"Ceylan, Nuri Bilge ",,19.46
"Girl in the Red Velvet Swing, The ",1955,"Fleischer, Richard ",USA ,19.49
Drowning by Numbers ,1988,"Greenaway, Peter ",BRI ,19.5
"Golden Braid, The ",1991,"Cox, Paul ",AUS ,19.5
"Temps retrouv�, le ",1999,"Ruiz, Raoul ",FRA ,19.5
California ,1946,"Farrow, John ",USA ,19.6
"Householder, The ",1963,"Ivory, James ",IND ,19.6
"Love, Mother ",1987,"Rosza, Janos ",HUN ,19.6
Through the Olive Trees ,1994,"Kiarostami, Abbas ",IRA ,19.6
Wonderful Town ,2007,"Assarat, Aditya ",THA ,19.61
"Banishment, The ",2007,"Zvyagintsev, Andrey ",RUS ,19.66
They Were Sisters ,1945,"Crabtree, Arthur ",BRI ,19.7
Deep in My Heart ,1954,"Donen, Stanley ",USA ,19.7
Fun ,1994,"Zielinski, Rafal ",,19.7
�loge de l'amour ,2001,"Godard, Jean-Luc ",FRA ,19.7
Song of Songs ,2005,"Appiganesi, Josh ",BRI ,19.76
Little Women ,1933,"Cukor, George ",USA ,19.8
How To Marry a Millionaire ,1953,"Negulesco, Jean ",USA ,19.95
David Harum ,1915,"Dwan, Allan ",USA ,20
"Dame en gris, la ",1920,"Rosmino, Gian Paolo ",ITA ,20
"Jackpot, The ",1950,"Lang, Walter ",USA ,20
Summer Madness ,1955,"Lean, David ",BRI ,20
Dodes'ka-Den ,1970,"Kurosawa, Akira ",JAP ,20
"Addiction, The ",1994,"Ferrara, Abel ",USA ,20
Poetry ,2010,Lee Chang-dong ,KOR ,20
Angels Over Broadway ,1940,"Hecht, B. & Garmes, L. ",USA ,20.1
Desk Set ,1957,"Lang, Walter ",USA ,20.1
Dersu Uzala ,1975,"Kurosawa, Akira ",,20.1
Drifting Clouds ,1996,"Kaurism�ki, Aki ",FIN ,20.1
"Weisse Band, das ",2009,"Haneke, Michael ",,20.12
At the Height of Summer ,2000,"Hung, Tran Anh ",,20.2
Edith et Marcel ,1983,"Lelouch, Claude ",FRA ,20.3
Uncle Boonmee Who Can Recall His Past Lives ,2010,"Weerasethakol, Apichatpong ",,20.3
"Bad and the Beautiful, The ",1952,"Minnelli, Vincente ",USA ,20.33
Loving Memory ,1971,"Scott, Tony ",BRI ,20.36
River of No Return ,1954,"Preminger, Otto ",USA ,20.4
During One Night ,1961,"Furie, Sidney J. ",BRI ,20.4
Shakespeare Wallah ,1965,"Ivory, James ",IND ,20.4
"Killing, The ",1956,"Kubrick, Stanley ",USA ,20.5
Jeder f�r sich und Gott gegen alle ,1974,"Herzog, Werner ",GER ,20.5
Tokyo Sonata ,2008,Kurosawa Kiyoshi ,,20.53
Marty ,1955,"Mann, Delbert ",USA ,20.6
Till the Clouds Roll By ,1946,"Whorf, Richard ",USA ,20.7
"Nosferatu, the Vampyre ",1979,"Herzog, Werner ",,20.7
Kiss Me Kate ,1953,"Sidney, George ",USA ,20.8
Repulsion ,1965,"Polanski, Roman ",BRI ,20.8
Meghe dakha tara ,1960,"Ghatak, Ritwik ",IND ,20.84
Aaltra ,2004,Delepine & Kerven ,BEL ,20.89
"Pied Piper, The ",1971,"Demy, Jacques ",,20.9
Darratt ,2006,"Haroun, Mahmet Saleh ",,20.92
"Fire Djaevle, De ",1911,"Dinesen, R. & Lind, A. ",DEN ,21
Ekspressens Mysterium ,1914,"Davidsen, Hjalmar ",DEN ,21
Ang?le ,1934,"Pagnol, Marcel ",FRA ,21
"Crime de M. Lange, le ",1935,"Renoir, Jean ",FRA ,21
Laura ,1944,"Preminger, Otto ",USA ,21
"American in Paris, An ",1951,"Minnelli, Vincente ",USA ,21
Father's Little Dividend ,1951,"Minnelli, Vincente ",USA ,21
"Plaisir, Le ",1951,"Ophuls, Max ",FRA ,21
"Band Wagon, The ",1953,"Minnelli, Vincente ",USA ,21
Crime in the Streets ,1956,"Siegel, Don ",USA ,21
"Femme Mari�e, Une ",1964,"Godard, Jean-Luc ",FRA ,21
Red Beard ,1965,"Kurosawa, Akira ",JAP ,21
Hurry Sundown ,1966,"Preminger, Otto ",USA ,21
Harvey ,1950,"Koster, Henry ",USA ,21.1
"Fortune, The ",1975,"Nichols, Mike ",USA ,21.1
"Go?t des autres, le ",2000,"Jaoui, Agn?s ",FRA ,21.1
Abouna ,2002,"Haroun, Mahmat-Saleh ",,21.1
Words and Music ,1948,"Taurog, Norman ",USA ,21.2
Violent Saturday ,1955,"Fleischer, Richard ",USA ,21.2
"Divan ? New York, un ",1996,"Ackerman, Chantal ",,21.3
"Splav ""Meduze"" ",1980,"Godina, Karpo ",YUG ,21.4
Henry V ,1944,"Olivier, Laurence ",BRI ,21.41
Ma?tresse ,1976,"Schroeder, Barbet ",FRA ,21.7
Herz aus Glas ,1976,"Herzog, Werner ",GER ,21.79
Miami Rhapsody ,1995,"Frankel, David ",USA ,21.8
Quiet City ,2007,"Katz, Aaron ",USA ,21.83
Small Time Crooks ,2000,"Allen, Woody ",USA ,21.9
Gomorra ,2008,"Garrone, Matteo ",ITA ,21.91
Tragedia alla corte di Spagna ,1914,,ITA ,22
"S�hne, die ",1918,Hanus ,GER ,22
Say It With Flowers ,1934,"Baxter, John ",BRI ,22
Aventure Malgache ,1944,"Hitchcock, Alfred ",BRI ,22
Into the Blue ,1951,"Wilcox, Herbert ",BRI ,22
Carousel ,1956,"King, Henry ",USA ,22
Don ,1998,"Jalili, Abolaz ",IRA ,22
To the Starry Island ,1993,Park Kwang-Sui ,KOR ,22.1
Bonjour Tristesse ,1958,"Preminger, Otto ",USA ,22.2
Par dela les nuages ,1995,"Antonioni, M. & Wenders, ",,22.3
Kanal ,1957,"Wajda, Andrzej ",POL ,22.38
"Bas-fonds, les ",1936,"Renoir, Jean ",FRA ,22.4
Alice in Acidland ,1968,"Cat, Cheshire ",USA ,22.4
Tristana ,1970,"Bu?uel, Luis ",,22.4
Michael ,2011,"Schleinzer, Markus ",OST ,22.49
On conna?t la chanson ,1997,"Resnais, Alain ",FRA ,22.5
Exodus ,1960,"Preminger, Otto ",USA ,22.53
"Philosoph, Der (Three Women in Love) ",1988,"Thome, Rudolf ",GER ,22.6
"Eau froide, l' ",1994,"Assayas, Olivier ",FRA ,22.6
Smoke ,1995,"Wang, Wayne ",USA ,22.6
Shame ,2011,"McQueen, Steve ",BRI ,22.63
"Heart, Beating in the Dark ",1982,"Shunichi, Nagasaki ",JAP ,22.7
My Dinner with Andre ,1981,"Malle, Louis ",USA ,22.8
"Moment of Innocence, A ",1996,"Makhmalbaf, Mohsen ",IRA ,22.8
"Vida unit, la ",2010,"Vieroj, Federico ",,22.92
Back Street ,1932,"Stahl, John ",USA ,23
Robert Koch ,1939,"Steinhoff, Hans ",GER ,23
"Cobweb, The ",1955,"Minnelli, Vincente ",USA ,23
Sauve qui peut (La Vie) ,1980,"Godard, Jean-Luc ",FRA ,23
Swimming to Cambodia ,1987,"Demme, Jonathan ",USA ,23
"Neon Bible, The ",1995,"Davies, Terence ",BRI ,23.05
There's No Business Like Show Business ,1954,"Lang, Walter ",USA ,23.15
Mystery Train ,1989,"Jarmusch, Jim ",,23.2
Pranzo di ferragosto ,2008,"Di Gregorio, Gianni ",ITA ,23.38
"Kinder des Majors, die ",1914,,GER ,23.5
Utajo oboegaki ,1941,"Shimizu, Hiroshi ",JAP ,23.5
"Lektion i K�rlek, en ",1954,"Bergman, Ingmar ",SWE ,23.5
"Grande Bouffe, la ",1973,"Ferreri, Marco ",FRA ,23.5
Radio On ,1979,"Petit, Christopher ",BRI ,23.53
Zerkalo ,1974,"Tarkovsky, Andrei ",RUS ,23.58
Madame Bovary ,1933,"Renoir, Jean ",FRA ,23.6
"Barkleys of Broadway, The ",1949,"Walters, Charles ",USA ,23.7
Sling Blade ,1995,"Thornton, Billy Bob ",USA ,23.7
"Seven Year Itch, The ",1955,"Wilder, Billy ",USA ,23.9
"Genou de Claire, le ",1970,"Rohmer, Eric ",FRA ,23.9
Mortgage ,1989,"Bennett, Bill ",AUS ,23.9
Eccentricies of a Blonde-Haired Girl ,2009,"de Oliveira, Manoel ",,23.96
Tragardmastaren ,1912,"Sj�str�m, Victor ",SWE ,24
What's-His-Name ,1914,"DeMille, Cecil B. ",USA ,24
"Courtneys of Curzon Street, The ",1947,"Wilcox, Herbert ",BRI ,24
Sansho Dayu ,1954,"Mizoguchi, Kenji ",JAP ,24
Bells Are Ringing ,1959,"Minnelli, Vincente ",USA ,24
Belle de Jour ,1967,"Bu?uel, Luis ",FRA ,24
Samba Traore ,1992,"Ouedraogo, Idrissa ",BUF ,24
Dangerous Game ,1993,"Ferrara, Abel ",USA ,24.1
Sommaren med Monkia ,1952,"Bergman, Ingmar ",SWE ,24.14
Hannah and Her Sisters ,1986,"Allen, Woody ",USA ,24.16
Carnal Knowledge ,1971,"Nichols, Mike ",USA ,24.3
"Ennui, l' ",1998,"Kahn, C�dric ",FRA ,24.3
Cloverfield ,2008,"Reeves, Matt ",USA ,24.3
"Amour, l'apres-midi, l' ",1972,"Rohmer, Eric ",FRA ,24.4
Uzak ,2003,"Ceylan, Nuri Bilge ",TUR ,24.4
Latino Bar ,1991,"Leduc, Paul ",MEX ,24.5
Heli ,2013,"Escalante, Amat ",,24.61
"Vie sexuelle des Belges (1950-1978), la ",1994,"Bucquoy, Jan ",BEL ,24.7
Und das Licht erloscht ,1914,"Bernhardt, Fritz ",GER ,25
Easter Parade ,1948,"Walters, Charles ",USA ,25
Saint Joan ,1957,"Preminger, Otto ",BRI ,25
Silk Stockings ,1957,"Mamoulian, Rouben ",USA ,25
D�tective ,1985,"Godard, Jean-Luc ",FRA ,25
Crimes and Misdemeanours ,1989,"Allen, Woody ",USA ,25
Panic in the Streets ,1950,"Kazan, Elia ",USA ,25.26
Elles ,2011,"Szumowka, Malgoszka ",,25.38
Juno and the Paycock ,1930,"Hitchcock, Alfred ",BRI ,25.5
Odoriko ,1957,"Shimizu, Hiroshi ",JAP ,25.5
Blue in the Face ,1995,"Wang, Wayne & Auster, P. ",USA ,25.5
Cach� ,2005,"Haneke, Michael ",FRA ,25.51
Paradies: Hoffnung ,2013,"Seidl, Ulrich ",,25.55
Va savoir ,2001,"Rivette, Jacques ",FRA ,25.6
Ma nuit chez Maude ,1969,"Rohmer, Eric ",FRA ,25.7
A ma soeur! ,2001,"Breillat, Catherine ",,25.7
"Lady with a Lamp, The ",1951,"Wilcox, Herbert ",BRI ,25.9
Magnificent Obsession ,1935,"Stahl, John ",USA ,26
Elena ,2011,"Zvyagintsev, Andrey ",RUS ,26.28
"Don't Move, Die and Rise Again ",1989,"Kanevsky, Vitaly ",RUS ,26.3
"Brighter Summer Day, A ",1991,"Yang, Edward ",TAI ,26.4
Anything Else ,2003,"Allen, Woody ",USA ,26.4
Bal ,2010,"Kaplanoglu, Simeh ",,26.41
Martha Marcy May Marlene ,2011,"Durkin, Sean ",USA ,26.47
"Geheimnis von Chateau Richmond, der ",1914,,GER ,26.5
Weekend ,1967,"Godard, Jean-Luc ",FRA ,26.5
Another Woman ,1988,"Allen, Woody ",USA ,26.5
Import Export ,2007,"Seidl, Ulrich ",OST ,26.5
Teaserama ,1955,"Klaw, Irving ",USA ,26.6
"Actress, The ",1953,"Cukor, George ",USA ,26.7
Zweimal gelebt ,1912,Mack. Max ,GER ,27
Good News ,1947,"Walters, Charles ",USA ,27
Lourdes ,2009,"Hausner, Jessica ",,27.14
Paradies: Liebe ,2012,"Seidl, Ulrich ",,27.25
"Homme qui crie, un ",2010,"Haroun, Mahamat-Saleh ",,27.34
"Femme de Rose Hill, la ",1989,"Tanner, Alain ",SWI ,27.4
Painted Angels ,1998,"Sanders, Jon ",,27.42
"Pellegrino, Il ",1912,"Caserini, Mario ",ITA ,27.5
"Sumpfblume, die ",1913,"Larsen, Viggo ",GER ,27.5
Wolke 9 ,2008,"Dresen, Andreas ",GER ,27.78
Tirol in Waffen ,1914,"Froelich, Carl ",GER ,27.8
It's a Grand Life ,1953,"Blakely, John E. ",BRI ,27.9
Vertiges ,1984,"Laurent, Christine ",,27.9
"Razor's Edge, The ",1946,"Goulding, Edmund ",USA ,28
Solaris ,1972,"Tarkovsky, Andrei ",RUS ,28
Cet obscure objet de d�sir ,1977,"Bu?uel, Luis ",FRA ,28
Husbands and Wives ,1992,"Allen, Woody ",USA ,28
"Ultima cena, la ",1976,"Alea, T.G. ",CUB ,28.2
Ten ,2002,"Kiarostami, Abbas ",IRA ,28.2
"Quattro volte, le ",2010,"Frammartino, Michelangelo ",,28.66
Kismet ,1955,"Minnelli, Vincente ",USA ,28.8
David and Bathsheba ,1952,"King, Henry ",USA ,29
"Pianiste, la ",2001,"Haneke, Michael ",,29.2
Lovers ,1999,"Barr, Jean-Marc ",FRA ,29.3
Yi Yi ,2000,"Yang, Edward ",TAI ,29.5
Tasogare Sakaba ,1955,"Uchida, Tomu ",JAP ,30
Hamlet ,1969,"Richardson, Tony ",BRI ,30.1
Redacted ,2007,"De Palma, Brian ",USA ,30.39
Climates ,2006,"Ceylan, Nuri Bilge ",,30.4
Gornichnaia Dzhenni ,1918,"Protazanov, Yakov ",RUS ,31
Royal Wedding ,1951,"Donen, Stanley ",USA ,31
"Vaquilla, La ",1985,"Berlanga, Luis G. ",SPA ,31
Maytime in Mayfair ,1949,"Wilcox, Herbert ",BRI ,31.1
Amour ,2012,"Haneke, Michael ",,31.14
"Man With the Golden Arm, The ",1955,"Preminger, Otto ",USA ,31.4
Like Grains of Sand ,1995,"Hashiguchi, Ryosuke ",JAP ,31.5
Two Years At Sea ,2012,"Rivers, Ben ",BRI ,31.59
Brigadoon ,1954,"Minnelli, Vincente ",USA ,31.91
September ,1987,"Allen, Woody ",USA ,32
Stillen Licht ,2007,"Reygadas, Carlos ",,32.18
Western ,1997,"Poirier, Manuel ",FRA ,32.5
Cronaca di un Amore ,1950,"Antonioni, Michelangelo ",ITA ,33
Everyone Says I Love You ,1996,"Allen, Woody ",USA ,33.1
Highway Patrolman ,1991,"Cox, Alex ",,33.4
Szegenylegenyek ,1965,"Jancso, Miklos ",HUN ,33.5
Warm Water Under a Red Bridge ,2001,"Imamura, Shohei ",JAP ,33.8
"Designated Mourner, The ",1997,"Hare, David ",BRI ,34.1
Slacker ,1991,"Linklater, Richard ",USA ,34.5
Manhattan Murder Mystery ,1993,"Allen, Woody ",USA ,34.5
Mighty Aphrodite ,1995,"Allen, Woody ",USA ,34.5
Park Row ,1952,"Fuller, Samuel ",USA ,34.7
Paradies: Glaube ,2012,"Seidl, Ulrich ",,34.95
Claudia ,1943,"Goulding, Edmund ",USA ,35
"I zhizn, i slyozi, i lyubov ",1984,"Gubenko, Nikolai ",RUS ,35
"Circle, The ",2000,"Panahi, Jafar ",IRA ,35.6
